,index,name,metal_complex,SMILES,max_absorption_peak,max_emission_peak,solvant_spectrum,molar_extinction_coefficient,quantum_yield_fluorescence,max_phosphorescence_peak,quantum_yield_singlet_oxygen,solvant_quantum_yield,energy_level_exited_triplet_state,energy_level_HUMO,energy_level_LUMO,difference_HOMO_and_LUMO,method_for_HOMO/LUMO,all_absoption_peaks,reference_DOI
1505,3_286,P-C60,FALSE,O=C(C1C23=C4C5=C6C7=C8C9=C(C(C%10=C%11C%12=C%13C%14=C%15C%16=C%17%18)=C8C%12=C(C%13=C%19%16)C7=C%20C%19=C%17C%21=C%22C%23=C4C%21=C6%20)C%24=C(C%25=C%26C31=C%23C%27=C%28C%22=C%18C%29=C%15C%30=C%14C%11=C%31C%10=C%24C%25=C(C%32=C%26%27)C%31=C%30C%32=C%28%29)C2=C95)NC(C=C%33)=CC=C%33/C(C(C=C/%34)=NC%34=C%35\C%36=CC=C(OC)C=C%36)=C(N/%37)\C=CC%37=C(C%38=CC=C(OC)C=C%38)\C%39=N/C(C=C%39)=C(C%40=CC=C(OC)C=C%40)\C%41=CC=C%35N%41,425,,DMF,405000,0.0034,,0.8,Toluene,,,,,,,10.1562/2005-01-24-RA-426R.1
1506,3_286,P-C60,FALSE,O=C(C1C23=C4C5=C6C7=C8C9=C(C(C%10=C%11C%12=C%13C%14=C%15C%16=C%17%18)=C8C%12=C(C%13=C%19%16)C7=C%20C%19=C%17C%21=C%22C%23=C4C%21=C6%20)C%24=C(C%25=C%26C31=C%23C%27=C%28C%22=C%18C%29=C%15C%30=C%14C%11=C%31C%10=C%24C%25=C(C%32=C%26%27)C%31=C%30C%32=C%28%29)C2=C95)NC(C=C%33)=CC=C%33/C(C(C=C/%34)=NC%34=C%35\C%36=CC=C(OC)C=C%36)=C(N/%37)\C=CC%37=C(C%38=CC=C(OC)C=C%38)\C%39=N/C(C=C%39)=C(C%40=CC=C(OC)C=C%40)\C%41=CC=C%35N%41,425,,DMF,405000,0.003,,0.18,DMF,,,,,,,10.1562/2005-01-24-RA-426R.1
1507,3_287,ZnP-C60,TRUE,O=C(C1C23=C4C5=C6C7=C8C9=C(C(C%10=C%11C%12=C%13C%14=C%15C%16=C%17%18)=C8C%12=C(C%13=C%19%16)C7=C%20C%19=C%17C%21=C%22C%23=C4C%21=C6%20)C%24=C(C%25=C%26C31=C%23C%27=C%28C%22=C%18C%29=C%15C%30=C%14C%11=C%31C%10=C%24C%25=C(C%32=C%26%27)C%31=C%30C%32=C%28%29)C2=C95)NC(C=C%33)=CC=C%33C%34=C%35C=CC%36=C(C%37=CC=C(OC)C=C%37)C%38=[N]%39C(C=C%38)=C(C%40=CC=C(OC)C=C%40)C%41=CC=C%42N%41[Zn@@]%39([N]%43=C%34C=CC%43=C%42C%44=CC=C(OC)C=C%44)N%35%36,340,,DMF,391000,0.0015,,0.62,Toluene,,,,,,,10.1562/2005-01-24-RA-426R.1
1508,3_287,ZnP-C60,TRUE,O=C(C1C23=C4C5=C6C7=C8C9=C(C(C%10=C%11C%12=C%13C%14=C%15C%16=C%17%18)=C8C%12=C(C%13=C%19%16)C7=C%20C%19=C%17C%21=C%22C%23=C4C%21=C6%20)C%24=C(C%25=C%26C31=C%23C%27=C%28C%22=C%18C%29=C%15C%30=C%14C%11=C%31C%10=C%24C%25=C(C%32=C%26%27)C%31=C%30C%32=C%28%29)C2=C95)NC(C=C%33)=CC=C%33C%34=C%35C=CC%36=C(C%37=CC=C(OC)C=C%37)C%38=[N]%39C(C=C%38)=C(C%40=CC=C(OC)C=C%40)C%41=CC=C%42N%41[Zn@@]%39([N]%43=C%34C=CC%43=C%42C%44=CC=C(OC)C=C%44)N%35%36,340,,DMF,391000,0.0014,,0.04,DMF,,,,,,,10.1562/2005-01-24-RA-426R.1
1509,3_288,F10APP,FALSE,CN(C)CCCOC(C=C1)=CC=C1/C(C(C=C/2)=NC2=C3\C4=C(F)C(F)=C(F)C(F)=C4F)=C(N/5)\C=CC5=C(C6=C(F)C(F)=C(F)C(F)=C6F)\C7=N/C(C=C7)=C(C8=CC=C(OCCCN(C)C)C=C8)\C9=CC=C3N9,418,649,DMF,168000,0.09,,0.33,DMF,,,,,,,10.1016/j.pdpdt.2018.09.017
1510,3_289,F5APP,FALSE,CN(C)CCCOC(C=C1)=CC=C1/C(C(C=C/2)=NC2=C3\C4=C(F)C(F)=C(F)C(F)=C4F)=C(N/5)\C=CC5=C(C6=CC=C(OCCCN(C)C)C=C6)\C7=N/C(C=C7)=C(C8=CC=C(OCCCN(C)C)C=C8)\C9=CC=C3N9,420,651,DMF,167000,0.11,,0.36,DMF,,,,,,,10.1016/j.pdpdt.2018.09.017
1511,3_290,TAPP,FALSE,CN(C)CCCOC(C=C1)=CC=C1/C(C(C=C/2)=NC2=C3\C4=CC=C(OCCCN(C)C)C=C4)=C(N/5)\C=CC5=C(C6=CC=C(OCCCN(C)C)C=C6)\C7=N/C(C=C7)=C(C8=CC=C(OCCCN(C)C)C=C8)\C9=CC=C3N9,421,655,DMF,164000,0.15,,0.53,DMF,,,,,,,10.1016/j.pdpdt.2018.09.017
1512,3_291,H2TTP,FALSE,C1(/C(C2=CC=CS2)=C(C=C/3)\NC3=C4\C5=CC=CS5)=N/C(C=C1)=C(C6=CC=CS6)\C7=CC=C(/C(C8=CC=CS8)=C9C=CC4=N/9)N7,428,670,DMF,,0.02,,0.55,DMF,,,,,,"428, 523, 562, 597,660 ",10.1039/c8md00373d
1513,3_256,H2TPP,FALSE,C1(/C(C2=CC=CC=C2)=C(C=C/3)\NC3=C4\C5=CC=CC=C5)=N/C(C=C1)=C(C6=CC=CC=C6)\C7=CC=C(/C(C8=CC=CC=C8)=C9C=CC4=N/9)N7,418,652,DMF,,0.13,,0.42,DMF,,,,,,"418, 513, 548, 589, 644 ",10.1039/c8md00373d
1514,3_293,[Sn(IV)TTP(3PyO)2],TRUE,C12=[N]3C(C=C1)=C(C4=CC=CS4)C5=CC=C6N5[Sn]37(OC8=CN=CC=C8)(OC9=CN=CC=C9)N%10C(C=CC%10=C2C%11=CC=CS%11)=C(C%12=CC=CS%12)C(C=C%13)=[N]7C%13=C6C%14=CC=CS%14,441,637,DMF,,0.001,,0.83,DMF,,,,,,"441, 568, 613 ",10.1039/c8md00373d
1515,3_294,[Sn(IV)TPP(3PyO)2],TRUE,C12=[N]3C(C=C1)=C(C4=CC=CC=C4)C5=CC=C6N5[Sn]37(OC8=CN=CC=C8)(OC9=CN=CC=C9)N%10C(C=CC%10=C2C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)C(C=C%13)=[N]7C%13=C6C%14=CC=CC=C%14,426,607,DMF,,0.04,,0.6,DMF,,,,,,"426, 559, 598 ",10.1039/c8md00373d
1516,3_295,F2POH,FALSE,FC1=C(S(=O)(O)=O)C=CC(F)=C1/C(C2=CC=C(/C(C3=C(F)C=CC(S(=O)(O)=O)=C3F)=C4C=CC5=N/4)N2)=C6N=C(/C(C7=C(F)C=CC(S(=O)(O)=O)=C7F)=C(C=C/8)\NC8=C5\C9=C(F)C=CC(S(=O)(O)=O)=C9F)C=C/6,420,,EtOH,329000,0.04,,0.71,EtOH,,,,,,"420, 508, 584, 638",10.1371/journal.pone.0185984
1517,3_296,Cl2POH,FALSE,ClC1=C(S(=O)(O)=O)C=CC(Cl)=C1/C(C2=CC=C(/C(C3=C(Cl)C=CC(S(=O)(O)=O)=C3Cl)=C4C=CC5=N/4)N2)=C6N=C(/C(C7=C(Cl)C=CC(S(=O)(O)=O)=C7Cl)=C(C=C/8)\NC8=C5\C9=C(Cl)C=CC(S(=O)(O)=O)=C9Cl)C=C/6,420,,EtOH,116000,0.015,,0.98,EtOH,,,,,,"420, 514, 546, 592, 646",10.1371/journal.pone.0185984
1518,3_297,Cl2PEt,FALSE,ClC1=C(S(=O)(NCC)=O)C=CC(Cl)=C1/C(C2=CC=C(/C(C3=C(Cl)C=CC(S(=O)(NCC)=O)=C3Cl)=C4C=CC5=N/4)N2)=C6N=C(/C(C7=C(Cl)C=CC(S(=O)(NCC)=O)=C7Cl)=C(C=C/8)\NC8=C5\C9=C(Cl)C=CC(S(=O)(NCC)=O)=C9Cl)C=C/6,418,,EtOH,624000,0.017,,0.85,EtOH,,,,,,"418, 514, 546, 592, 646",10.1371/journal.pone.0185984
1519,3_298,Pp IX,FALSE,C=CC1=C(C)/C(N/C1=C\C2=N/C(C(C=C)=C2C)=C\3)=C/C(C(C)=C/4CCC(O)=O)=NC4=C/C5=C(CCC(O)=O)C(C)=C3N5,398,615,dichloromethane,,,1270,0.77,CCl4,,,,,,,10.1021/la800840k
1520,3_298,Pp IX,FALSE,C=CC1=C(C)/C(N/C1=C\C2=N/C(C(C=C)=C2C)=C\3)=C/C(C(C)=C/4CCC(O)=O)=NC4=C/C5=C(CCC(O)=O)C(C)=C3N5,398,615,dichloromethane,,,1270,0.6,aqueous/TX100 solution,,,,,,,10.1021/la800840k
1521,3_299,silyl-Pp IX,FALSE,C=CC1=C(C)/C(N/C1=C\C2=N/C(C(C=C)=C2C)=C\3)=C/C(C(C)=C/4CCC(NCCC[Si](OCC)(OCC)OCC)=O)=NC4=C/C5=C(CCC(NCCC[Si](OCC)(OCC)OCC)=O)C(C)=C3N5,405,620,dichloromethane,,,1270,0.6,acetonitrile,,,,,,,10.1021/la800840k
1522,3_300,TCPP,FALSE,O=C(C(C=C1)=CC=C1/C(C2=CC=C(/C(C3=CC=C(C(O)=O)C=C3)=C4N=C(/C(C5=CC=C(C(O)=O)C=C5)=C(C=C/6)\NC6=C7\C8=CC=C(C(O)=O)C=C8)C=C\4)N2)=C9C=CC7=N\9)O,416,650,methanol,,,,0.135,methanol,,,,,,,10.1142/S1088424619501207
1523,3_300,TCPP,FALSE,O=C(C(C=C1)=CC=C1/C(C2=CC=C(/C(C3=CC=C(C(O)=O)C=C3)=C4N=C(/C(C5=CC=C(C(O)=O)C=C5)=C(C=C/6)\NC6=C7\C8=CC=C(C(O)=O)C=C8)C=C\4)N2)=C9C=CC7=N\9)O,416,640,pure water,,,,0.1,water,,,,,,,10.1142/S1088424619501207
1524,3_300,TCPP,FALSE,O=C(C(C=C1)=CC=C1/C(C2=CC=C(/C(C3=CC=C(C(O)=O)C=C3)=C4N=C(/C(C5=CC=C(C(O)=O)C=C5)=C(C=C/6)\NC6=C7\C8=CC=C(C(O)=O)C=C8)C=C\4)N2)=C9C=CC7=N\9)O,416,650,ethanol,,,,0.147,ethanol,,,,,,,10.1142/S1088424619501207
1525,3_300,TCPP,FALSE,O=C(C(C=C1)=CC=C1/C(C2=CC=C(/C(C3=CC=C(C(O)=O)C=C3)=C4N=C(/C(C5=CC=C(C(O)=O)C=C5)=C(C=C/6)\NC6=C7\C8=CC=C(C(O)=O)C=C8)C=C\4)N2)=C9C=CC7=N\9)O,416,650,DMF,,,,0.043,DMF,,,,,,,10.1142/S1088424619501207
1526,3_301,ZnP,TRUE,O=C(C(C=C1)=CC=C1C2=C3C=CC4=C(C5=CC=CC=C5)C6=[N]7C(C=C6)=CC8=CC=C9N8[Zn]([N]%10=C2C=CC%10=C9C%11=CC=CC=C%11)7N34)O,414,649,dichloromethane,516000,,,,,,-5.25,-2.37,-2.88,theoretical,"414, 542",10.1039/c5ra04862a
1527,3_302,CZ-ZnP,TRUE,O=C(C(C=C1)=CC=C1C2=C3C=CC4=C(C5=CC=CC=C5)C6=[N]7C(C=C6)=C(C8=CC=C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)C=C8)C%12=CC=C%13N%12[Zn]([N]%14=C2C=CC%14=C%13C%15=CC=CC=C%15)7N34)O,420,606,dichloromethane,454000,,,,,,-5.15,-2.4,-2.75,theoretical,"420, 548, 586",10.1039/c5ra04862a
1528,3_303,IDB-ZnP,TRUE,O=C(C(C=C1)=CC=C1C2=C3C=CC4=C(C5=CC=CC=C5)C6=[N]7C(C=C6)=C(C8=CC=C(N9C(C=CC=C%10)=C%10CCC%11=C9C=CC=C%11)C=C8)C%12=CC=C%13N%12[Zn]([N]%14=C2C=CC%14=C%13C%15=CC=CC=C%15)7N34)O,422,613,dichloromethane,234000,,,,,,-5.05,-2.37,-2.68,theoretical,"422, 552, 593",10.1039/c5ra04862a
1529,3_304,ISB-ZnP,TRUE,O=C(C(C=C1)=CC=C1C2=C3C=CC4=C(C5=CC=CC=C5)C6=[N]7C(C=C6)=C(C8=CC=C(N9C(C=CC=C%10)=C%10C=CC%11=C9C=CC=C%11)C=C8)C%12=CC=C%13N%12[Zn]([N]%14=C2C=CC%14=C%13C%15=CC=CC=C%15)7N34)O,423,614,dichloromethane,354000,,,,,,-5.2,-2.44,-2.76,theoretical,"423, 551, 592",10.1039/c5ra04862a
1530,3_305,1Mg,TRUE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C3=N/C2=N\C4=C(C5=CC=C(C(C)(C)C)C=C5)C(C6=CC=C(C(C)(C)C)C=C6)=C7N4[Mg]N8/C(C(C9=CC=C(C(C)(C)C)C=C9)=C(C%10=CC=C(C(C)(C)C)C=C%10)/C8=N/3)=N\C(C(C%11=CC=C(C(C)(C)C)C=C%11)=C/%12C%13=CC=C(C(C)(C)C)C=C%13)=NC%12=N/7,375,,spectral grade toluene(add 0.1-0.01 M pyridine),,,,0.27,spectral grade toluene(add 0.1-0.01 M pyridine),,,,,,,10.1021/jp050073a
1531,3_306,2AdMg,TRUE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C3=N/C2=N\C4=C(OCCCCCCCC)C(OCCCCCCCC)=C5N4[Mg]N6/C(C(C7=CC=C(C(C)(C)C)C=C7)=C(C8=CC=C(C(C)(C)C)C=C8)/C6=N/3)=N\C(C(C9=CC=C(C(C)(C)C)C=C9)=C/%10C%11=CC=C(C(C)(C)C)C=C%11)=NC%10=N/5,660,,spectral grade toluene(add 0.1-0.01 M pyridine),,,,0.18,spectral grade toluene(add 0.1-0.01 M pyridine),,,,,,,10.1021/jp050073a
1532,3_307,2OpMg,TRUE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C3=N/C2=N\C4=C(C5=CC=C(C(C)(C)C)C=C5)C(C6=CC=C(C(C)(C)C)C=C6)=C7N4[Mg]N8/C(C(C9=CC=C(C(C)(C)C)C=C9)=C(C%10=CC=C(C(C)(C)C)C=C%10)/C8=N/3)=N\C(C(OCCCCCCCC)=C/%11OCCCCCCCC)=NC%11=N/7,713,,spectral grade toluene(add 0.1-0.01 M pyridine),,,,0.24,spectral grade toluene(add 0.1-0.01 M pyridine),,,,,,,10.1021/jp050073a
1533,3_308,3Mg,TRUE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C3=N/C2=N\C4=C(OCCCCCCCC)C(OCCCCCCCC)=C5N4[Mg]N6/C(C(C7=CC=C(C(C)(C)C)C=C7)=C(C8=CC=C(C(C)(C)C)C=C8)/C6=N/3)=N\C(C(OCCCCCCCC)=C/9OCCCCCCCC)=NC9=N/5,694,,spectral grade toluene(add 0.1-0.01 M pyridine),,,,0.2,spectral grade toluene(add 0.1-0.01 M pyridine),,,,,,,10.1021/jp050073a
1534,3_309,4Mg,TRUE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C3=N/C2=N\C4=C(OCCCCCCCC)C(OCCCCCCCC)=C5N4[Mg]N6/C(C(OCCCCCCCC)=C(OCCCCCCCC)/C6=N/3)=N\C(C(OCCCCCCCC)=C/7OCCCCCCCC)=NC7=N/5,683,,spectral grade toluene(add 0.1-0.01 M pyridine),,,,0.14,spectral grade toluene(add 0.1-0.01 M pyridine),,,,,,,10.1021/jp050073a
1535,3_310,1H2,FALSE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C(/N=C(C(C3=CC=C(C(C)(C)C)C=C3)=C/4C5=CC=C(C(C)(C)C)C=C5)\NC4=N/C(C(C6=CC=C(C(C)(C)C)C=C6)=C/7C8=CC=C(C(C)(C)C)C=C8)=NC7=N/9)=N/C2=N\C%10=C(C%11=CC=C(C(C)(C)C)C=C%11)C(C%12=CC=C(C(C)(C)C)C=C%12)=C9N%10,701,,spectral grade toluene,,,,0.23,spectral grade toluene,,,,,,,10.1021/jp050073a
1536,3_311,2AdH2,FALSE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C(/N=C(C(C3=CC=C(C(C)(C)C)C=C3)=C/4C5=CC=C(C(C)(C)C)C=C5)\NC4=N/C(C(C6=CC=C(C(C)(C)C)C=C6)=C/7C8=CC=C(C(C)(C)C)C=C8)=NC7=N/9)=N/C2=N\C%10=C(OCCCCCCCC)C(OCCCCCCCC)=C9N%10,678,,spectral grade toluene,,,,0.01,spectral grade toluene,,,,,,,10.1021/jp050073a
1537,3_312,2OpH2,FALSE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C(/N=C(C(C3=CC=C(C(C)(C)C)C=C3)=C/4C5=CC=C(C(C)(C)C)C=C5)\NC4=N/C(C(OCCCCCCCC)=C/6OCCCCCCCC)=NC6=N/7)=N/C2=N\C8=C(C9=CC=C(C(C)(C)C)C=C9)C(C%10=CC=C(C(C)(C)C)C=C%10)=C7N8,734,,spectral grade toluene,,,,0.5,spectral grade toluene,,,,,,,10.1021/jp050073a
1538,3_313,3H2,FALSE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C(/N=C(C(C3=CC=C(C(C)(C)C)C=C3)=C/4C5=CC=C(C(C)(C)C)C=C5)\NC4=N/C(C(OCCCCCCCC)=C/6OCCCCCCCC)=NC6=N/7)=N/C2=N\C8=C(OCCCCCCCC)C(OCCCCCCCC)=C7N8,709,,spectral grade toluene,,,,0.27,spectral grade toluene,,,,,,,10.1021/jp050073a
1539,3_314,4H2,FALSE,CCCCCCCCOC(C(OCCCCCCCC)=C1)=CC2=C1C(/N=C(C(OCCCCCCCC)=C/3OCCCCCCCC)\NC3=N/C(C(OCCCCCCCC)=C/4OCCCCCCCC)=NC4=N/5)=N/C2=N\C6=C(OCCCCCCCC)C(OCCCCCCCC)=C5N6,701,,spectral grade toluene,,,,0.14,spectral grade toluene,,,,,,,10.1021/jp050073a
1540,4_0,1a,FALSE,O=C1C(C=C2N(C)C(C=CC=C3)=C3S2)=C([O-])C1=CC4=[N+](C)C5=CC=CC=C5S4,647,,methanol/ dichloromethane=99/1,275423,,,0.17,dichloromethane,,,,,,647,10.1016/S1010-6030(03)00203-X
1541,4_1,1b,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3S2)=C([O-])C1=CC4=[N+](CC)C5=CC=CC=C5S4,650,,methanol/ dichloromethane=99/1,173780,,,0.26,dichloromethane,,,,,,650,10.1016/S1010-6030(03)00203-X
1542,4_2,1c,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3S2)=C([O-])C1=CC4=[N+](CCCCCC)C5=CC=CC=C5S4,650,,methanol/ dichloromethane=99/1,257040,,,0.26,dichloromethane,,,,,,650,10.1016/S1010-6030(03)00203-X
1543,4_3,2a,FALSE,O=C1C(C=C2N(C)C(C=CC=C3)=C3[Se]2)=C([O-])C1=CC4=[N+](C)C5=CC=CC=C5[Se]4,662,,methanol/ dichloromethane=99/1,162181,,,0.31,dichloromethane,,,,,,662,10.1016/S1010-6030(03)00203-X
1544,4_4,2b,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3[Se]2)=C([O-])C1=CC4=[N+](CC)C5=CC=CC=C5[Se]4,665,,methanol/ dichloromethane=99/1,309029,,,0.31,dichloromethane,,,,,,665,10.1016/S1010-6030(03)00203-X
1545,4_5,2c,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3[Se]2)=C([O-])C1=CC4=[N+](CCCCCC)C5=CC=CC=C5[Se]4,668,,methanol/ dichloromethane=99/1,257040,,,0.31,dichloromethane,,,,,,668,10.1016/S1010-6030(03)00203-X
1546,4_6,3a,FALSE,O=C1C(C=C2N(C)C(C=CC=C3)=C3C=C2)=C([O-])C1=CC4=[N+](C)C5=C(C=CC=C5)C=C4,704,,methanol/ dichloromethane=99/1,223872,,,0.08,dichloromethane,,,,,,704,10.1016/S1010-6030(03)00203-X
1547,4_7,3b,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3C=C2)=C([O-])C1=CC4=[N+](CC)C5=C(C=CC=C5)C=C4,707,,methanol/ dichloromethane=99/1,245471,,,0.1,dichloromethane,,,,,,707,10.1016/S1010-6030(03)00203-X
1548,4_8,3c,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3C=C2)=C([O-])C1=CC4=[N+](CCCCCC)C5=C(C=CC=C5)C=C4,710,,methanol/ dichloromethane=99/1,234423,,,0.13,dichloromethane,,,,,,710,10.1016/S1010-6030(03)00203-X
1549,4_9,1a,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3C=C2)=C(NC)C1=CC4=[N+](CC)C5=C(C=CC=C5)C=C4.[I-],707,,methanol/ dichloromethane=99/1,269153,,,0.01,dichloromethane,,,,,,707,10.1016/j.jphotochem.2003.12.007
1550,4_10,1b,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3S2)=C(NC)C1=CC4=[N+](CC)C5=CC=CC=C5S4.[I-],659,,methanol/ dichloromethane=99/1,169824,,,0.04,dichloromethane,,,,,,659,10.1016/j.jphotochem.2003.12.007
1551,4_11,1c,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3[Se]2)=C(NC)C1=CC4=[N+](CC)C5=CC=CC=C5[Se]4.[I-],674,,methanol/ dichloromethane=99/1,181970,,,0.45,dichloromethane,,,,,,674,10.1016/j.jphotochem.2003.12.007
1552,4_12,2a,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3C=C2)=C(NC)C1=CC4=[N+](CCCCCC)C5=C(C=CC=C5)C=C4.[I-],710,,methanol/ dichloromethane=99/1,229087,,,0.03,dichloromethane,,,,,,710,10.1016/j.jphotochem.2003.12.007
1553,4_13,2b,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3S2)=C(NC)C1=CC4=[N+](CCCCCC)C5=CC=CC=C5S4.[I-],659,,methanol/ dichloromethane=99/1,165959,,,0.14,dichloromethane,,,,,,659,10.1016/j.jphotochem.2003.12.007
1554,4_14,2c,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3[Se]2)=C(NC)C1=CC4=[N+](CCCCCC)C5=CC=CC=C5[Se]4.[I-],677,,methanol/ dichloromethane=99/1,169824,,,0.68,dichloromethane,,,,,,677,10.1016/j.jphotochem.2003.12.007
1555,4_15,3a,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3C=C2)=C(N(CC)CC)C1=CC4=[N+](CC)C5=C(C=CC=C5)C=C4.[I-],719,,methanol/ dichloromethane=99/1,354813,,,0,dichloromethane,,,,,,719,10.1016/j.jphotochem.2003.12.007
1556,4_16,3b,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3S2)=C(N(CC)CC)C1=CC4=[N+](CC)C5=CC=CC=C5S4.[I-],668,,methanol/ dichloromethane=99/1,186209,,,0,dichloromethane,,,,,,668,10.1016/j.jphotochem.2003.12.007
1557,4_17,3c,FALSE,O=C1C(C=C2N(CC)C(C=CC=C3)=C3[Se]2)=C(N(CC)CC)C1=CC4=[N+](CC)C5=CC=CC=C5[Se]4.[I-],686,,methanol/ dichloromethane=99/1,165959,,,0.26,dichloromethane,,,,,,686,10.1016/j.jphotochem.2003.12.007
1558,4_18,4a,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3C=C2)=C(N(CC)CC)C1=CC4=[N+](CCCCCC)C5=C(C=CC=C5)C=C4.[I-],722,,methanol/ dichloromethane=99/1,239883,,,0,dichloromethane,,,,,,722,10.1016/j.jphotochem.2003.12.007
1559,4_19,4b,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3S2)=C(N(CC)CC)C1=CC4=[N+](CCCCCC)C5=CC=CC=C5S4.[I-],671,,methanol/ dichloromethane=99/1,213796,,,0,dichloromethane,,,,,,671,10.1016/j.jphotochem.2003.12.007
1560,4_20,4c,FALSE,O=C1C(C=C2N(CCCCCC)C(C=CC=C3)=C3[Se]2)=C(N(CC)CC)C1=CC4=[N+](CCCCCC)C5=CC=CC=C5[Se]4.[I-],689,,methanol/ dichloromethane=99/1,181970,,,0.4,dichloromethane,,,,,,689,10.1016/j.jphotochem.2003.12.007
1561,4_21,Cy5,FALSE,ClC1=C(/C=C/C2=[N+](CCCC(O)=O)C3=C(C=CC=C3)C2(C)C)CCC/C1=C\C=C4N(CCCC(O)=O)C(C=CC=C5)=C5C\4(C)C.[I-],785,843,ethanol,240000,0.16,,,,,-8.86,-3.95,4.91,theoretical,785,10.1016/j.ica.2017.08.001
1562,4_22,Compound12,FALSE,ClC1=C(/C=C/C2=[N+](C)C3=C(C=C(C(O)=O)C=C3)C2(C)C)CC(C)C/C1=C\C=C4N(C)C(C=CC(C(O)=O)=C5)=C5C\4(C)C.[I-],787,793,methanol,2.46,,,,,,-4.8,-3.93,0.87,electrochemistry,"720, 787",10.1155/2021/8852979
1563,4_23,Compound13,FALSE,ClC1=C(/C=C/C2=[N+](C)C3=C(C=C(C(O)=O)C=C3)C2(C)C)CC(CC)C/C1=C\C=C4N(C)C(C=CC(C(O)=O)=C5)=C5C\4(C)C.[I-],785,794,methanol,3.16,,,,,,-4.79,-3.89,0.9,electrochemistry,"720, 785",10.1155/2021/8852979
1564,4_24,Compound14,FALSE,ClC1=C(/C=C/C2=[N+](C)C3=C(C=C(C(O)=O)C=C3)C2(C)C)CC(C(C)(C)C)C/C1=C\C=C4N(C)C(C=CC(C(O)=O)=C5)=C5C\4(C)C.[I-],784,793,methanol,3.22,,,,,,-4.92,-3.9,1.02,electrochemistry,"720, 784",10.1155/2021/8852979
1565,4_25,[PIC][I],FALSE,CCN(C(C=CC=C1)=C1C=C/2)C2=C\C3=[N+](CC)C4=CC=CC=C4C=C3.[I-],524,575,water,15400,0.000389,,,,,-5.53,-3.29,2.24,spectrometry ,"490, 524",10.1039/c2nr30432e
1566,4_26,1a,FALSE,O=C1/C(C([O-])=C1/C=C2N(CCCCCC)C(C=CC(I)=C3)=C3S/2)=C\C4=[N+](CCCCCC)C5=C(C=C(I)C=C5)S4,684,,dichloromethane,295121,,,0.32,dichloromethane,,,,,,"360, 684",10.1002/hlca.200590084
1567,4_27,1b,FALSE,O=C1/C(C([O-])=C1/C=C2N(CCCCCCCCCCCC)C(C=CC(I)=C3)=C3S/2)=C\C4=[N+](CCCCCCCCCCCC)C5=C(C=C(I)C=C5)S4,684,,dichloromethane,288403,,,0.22,dichloromethane,,,,,,684,10.1002/hlca.200590084
1568,4_28,1c,FALSE,O=C1/C(C([O-])=C1/C=C2N(CCCCCC)C(C=CC=C3)=C3S/2)=C\C4=[N+](CCCCCC)C5=C(C=CC=C5)S4,672,,dichloromethane,245471,,,0.26,dichloromethane,,,,,,"350, 672",10.1002/hlca.200590084
1569,4_29,8a,FALSE,O=C1/C(C(NC2=CC=CC=C2)=C1/C=C3N(CCCCCC)C(C=CC(I)=C4)=C4S/3)=C\C5=[N+](CCCCCC)C6=C(C=C(I)C=C6)S5,678,,dichloromethane,223872,,,0.46,dichloromethane,,,,,,"350, 678",10.1002/hlca.200590084
1570,4_30,8b,FALSE,O=C1/C(C(NC2=CC(I)=CC=C2)=C1/C=C3N(CCCCCC)C(C=CC(I)=C4)=C4S/3)=C\C5=[N+](CCCCCC)C6=C(C=C(I)C=C6)S5,675,,dichloromethane,158489,,,0.66,dichloromethane,,,,,,675,10.1002/hlca.200590084
